CODGEO;LIBGEO;AAV2020;LIBAAV2020;CATEAAV2020;DEP;REG
70315;Magnoncourt;626;Saint-Loup-sur-Semouse;12;70;27
70316;Le Magnoray;138;Vesoul;20;70;27
70317;Les Magny;000;Commune hors attraction des villes;30;70;27
70318;Magny-Danigon;086;Belfort;20;70;27
70319;Magny-Jobert;061;Montbéliard;20;70;27
70320;Magny-lès-Jussey;000;Commune hors attraction des villes;30;70;27
70321;Magny-Vernois;291;Lure;12;70;27
70322;Mailleroncourt-Charette;138;Vesoul;20;70;27
70323;Mailleroncourt-Saint-Pancras;000;Commune hors attraction des villes;30;70;27
70324;Mailley-et-Chazelot;138;Vesoul;20;70;27
70325;Maizières;045;Besançon;20;70;27
70326;La Malachère;045;Besançon;20;70;27
70327;Malans;045;Besançon;20;70;27
70328;Malbouhans;086;Belfort;20;70;27
70329;Malvillers;138;Vesoul;20;70;27
70330;Mandrevillars;086;Belfort;20;70;27
70331;Mantoche;276;Gray;20;70;27
70332;Marast;138;Vesoul;20;70;27
70334;Marnay;045;Besançon;20;70;27
70335;Maussans;000;Commune hors attraction des villes;30;70;27
70336;Mélecey;061;Montbéliard;20;70;27
70337;Melin;138;Vesoul;20;70;27
70338;Melincourt;000;Commune hors attraction des villes;30;70;27
70339;Mélisey;291;Lure;20;70;27
70340;Membrey;000;Commune hors attraction des villes;30;70;27
70341;Menoux;138;Vesoul;20;70;27
70342;Mercey-sur-Saône;276;Gray;20;70;27
70343;Mersuay;138;Vesoul;20;70;27
70344;Meurcourt;138;Vesoul;20;70;27
70347;Mignavillers;061;Montbéliard;20;70;27
70348;Moffans-et-Vacheresse;061;Montbéliard;20;70;27
70349;Moimay;000;Commune hors attraction des villes;30;70;27
70350;Molay;000;Commune hors attraction des villes;30;70;27
70351;Mollans;138;Vesoul;20;70;27
70352;La Montagne;259;Luxeuil-les-Bains;20;70;27
70353;Montagney;045;Besançon;20;70;27
70355;Montarlot-lès-Rioz;045;Besançon;20;70;27
70356;Montboillon;045;Besançon;20;70;27
70357;Montbozon;000;Commune hors attraction des villes;30;70;27
70358;Montcey;138;Vesoul;20;70;27
70359;Montcourt;000;Commune hors attraction des villes;30;70;27
70360;Montdoré;000;Commune hors attraction des villes;30;70;27
70361;Montessaux;291;Lure;20;70;27
70362;Montigny-lès-Cherlieu;138;Vesoul;20;70;27
70363;Montigny-lès-Vesoul;138;Vesoul;20;70;27
70364;Montjustin-et-Velotte;000;Commune hors attraction des villes;30;70;27
70366;Villers-Chemin-et-Mont-lès-Étrelles;045;Besançon;20;70;27
70367;Mont-le-Vernois;138;Vesoul;20;70;27
70368;Montot;276;Gray;20;70;27
70369;Mont-Saint-Léger;276;Gray;20;70;27
70371;Montureux-et-Prantigny;276;Gray;20;70;27
70372;Montureux-lès-Baulay;000;Commune hors attraction des villes;30;70;27
70373;La Roche-Morey;138;Vesoul;20;70;27
70374;Motey-Besuche;045;Besançon;20;70;27
70376;Nantilly;276;Gray;20;70;27
70378;Navenne;138;Vesoul;12;70;27
70380;Neurey-en-Vaux;138;Vesoul;20;70;27
70381;Neurey-lès-la-Demie;138;Vesoul;20;70;27
70383;Neuvelle-lès-Cromary;045;Besançon;20;70;27
70384;Neuvelle-lès-la-Charité;138;Vesoul;20;70;27
70385;La Neuvelle-lès-Lure;291;Lure;20;70;27
70386;La Neuvelle-lès-Scey;138;Vesoul;20;70;27
70387;Noidans-le-Ferroux;138;Vesoul;20;70;27
70388;Noidans-lès-Vesoul;138;Vesoul;20;70;27
70389;Noiron;276;Gray;20;70;27
70390;Noroy-le-Bourg;138;Vesoul;20;70;27
70392;Oigney;138;Vesoul;20;70;27
70393;Oiselay-et-Grachaux;045;Besançon;20;70;27
70394;Onay;000;Commune hors attraction des villes;30;70;27
70395;Oppenans;000;Commune hors attraction des villes;30;70;27
70396;Oricourt;291;Lure;20;70;27
70397;Ormenans;045;Besançon;20;70;27
70398;Ormoiche;259;Luxeuil-les-Bains;20;70;27
70399;Ormoy;000;Commune hors attraction des villes;30;70;27
70400;Ouge;000;Commune hors attraction des villes;30;70;27
70401;Ovanches;138;Vesoul;20;70;27
70402;Oyrières;276;Gray;20;70;27
70403;Palante;291;Lure;20;70;27
70404;Passavant-la-Rochère;000;Commune hors attraction des villes;30;70;27
70405;Pennesières;045;Besançon;20;70;27
70406;Percey-le-Grand;028;Dijon;20;70;27
70407;Perrouse;045;Besançon;20;70;27
70408;Pesmes;000;Commune hors attraction des villes;30;70;27
70409;Pierrecourt;276;Gray;20;70;27
70410;Pin;045;Besançon;20;70;27
70411;La Pisseure;626;Saint-Loup-sur-Semouse;20;70;27
70412;Plainemont;626;Saint-Loup-sur-Semouse;20;70;27
70413;Plancher-Bas;086;Belfort;20;70;27
70414;Plancher-les-Mines;086;Belfort;20;70;27
70415;Polaincourt-et-Clairefontaine;000;Commune hors attraction des villes;30;70;27
70416;Pomoy;138;Vesoul;20;70;27
70417;Pontcey;138;Vesoul;20;70;27
70418;La Romaine;138;Vesoul;20;70;27
70419;Pont-du-Bois;000;Commune hors attraction des villes;30;70;27
70420;Pont-sur-l'Ognon;138;Vesoul;20;70;27
70421;Port-sur-Saône;138;Vesoul;20;70;27
70422;Poyans;276;Gray;20;70;27
70423;Preigney;138;Vesoul;20;70;27
70425;La Proiselière-et-Langle;259;Luxeuil-les-Bains;20;70;27
70426;Provenchère;138;Vesoul;20;70;27
70427;Purgerot;138;Vesoul;20;70;27
70428;Pusey;138;Vesoul;20;70;27
70429;Pusy-et-Épenoux;138;Vesoul;20;70;27
70430;La Quarte;000;Commune hors attraction des villes;30;70;27
70431;Quenoche;045;Besançon;20;70;27
70432;Quers;259;Luxeuil-les-Bains;20;70;27
70433;Quincey;138;Vesoul;20;70;27
70435;Raddon-et-Chapendu;259;Luxeuil-les-Bains;20;70;27
70436;Raincourt;000;Commune hors attraction des villes;30;70;27
70437;Ranzevelle;000;Commune hors attraction des villes;30;70;27
70438;Ray-sur-Saône;000;Commune hors attraction des villes;30;70;27
70439;Raze;138;Vesoul;20;70;27
70440;Recologne;000;Commune hors attraction des villes;30;70;27
70441;Recologne-lès-Rioz;045;Besançon;20;70;27
70442;Renaucourt;000;Commune hors attraction des villes;30;70;27
70443;La Grande-Résie;276;Gray;20;70;27
70444;La Résie-Saint-Martin;045;Besançon;20;70;27
70445;Rignovelle;259;Luxeuil-les-Bains;20;70;27
70446;Rigny;276;Gray;20;70;27
70447;Rioz;045;Besançon;20;70;27
70448;Roche-et-Raucourt;276;Gray;20;70;27
70449;Roche-sur-Linotte-et-Sorans-les-Cordiers;138;Vesoul;20;70;27
70450;La Rochelle;138;Vesoul;20;70;27
70451;Ronchamp;086;Belfort;20;70;27
70452;Rosey;138;Vesoul;20;70;27
70453;La Rosière;000;Commune hors attraction des villes;30;70;27
70454;Rosières-sur-Mance;000;Commune hors attraction des villes;30;70;27
70455;Roye;291;Lure;20;70;27
70456;Ruhans;045;Besançon;20;70;27
70457;Rupt-sur-Saône;138;Vesoul;20;70;27
70459;Saint-Barthélemy;291;Lure;20;70;27
70460;Saint-Bresson;259;Luxeuil-les-Bains;20;70;27
70461;Saint-Broing;276;Gray;20;70;27
70462;Saint-Ferjeux;061;Montbéliard;20;70;27
70463;Saint-Gand;045;Besançon;20;70;27
70464;Saint-Germain;291;Lure;20;70;27
70466;Saint-Loup-Nantouard;276;Gray;20;70;27
70467;Saint-Loup-sur-Semouse;626;Saint-Loup-sur-Semouse;11;70;27
70468;Saint-Marcel;000;Commune hors attraction des villes;30;70;27
70469;Sainte-Marie-en-Chanois;259;Luxeuil-les-Bains;20;70;27
70470;Sainte-Marie-en-Chaux;259;Luxeuil-les-Bains;20;70;27
70471;Sainte-Reine;000;Commune hors attraction des villes;30;70;27
70472;Saint-Rémy-en-Comté;138;Vesoul;20;70;27
70473;Saint-Sauveur;259;Luxeuil-les-Bains;12;70;27
70474;Saint-Sulpice;000;Commune hors attraction des villes;30;70;27
70476;Saponcourt;000;Commune hors attraction des villes;30;70;27
70477;Saulnot;061;Montbéliard;20;70;27
70478;Saulx;138;Vesoul;20;70;27
70479;Sauvigney-lès-Gray;276;Gray;20;70;27
70480;Sauvigney-lès-Pesmes;276;Gray;20;70;27
70481;Savoyeux;276;Gray;20;70;27
70482;Scey-sur-Saône-et-Saint-Albin;138;Vesoul;20;70;27
70483;Scye;138;Vesoul;20;70;27
70484;Secenans;061;Montbéliard;20;70;27
70485;Selles;000;Commune hors attraction des villes;30;70;27
70486;Semmadon;138;Vesoul;20;70;27
70487;Senargent-Mignafans;061;Montbéliard;20;70;27
70488;Senoncourt;138;Vesoul;20;70;27
70489;Servance-Miellin;000;Commune hors attraction des villes;30;70;27
70490;Servigney;138;Vesoul;20;70;27
70491;Seveux-Motey;276;Gray;20;70;27
70492;Soing-Cubry-Charentenay;138;Vesoul;20;70;27
70493;Sorans-lès-Breurey;045;Besançon;20;70;27
70494;Sornay;045;Besançon;20;70;27
70496;Tartécourt;138;Vesoul;20;70;27
70498;Ternuay-Melay-et-Saint-Hilaire;000;Commune hors attraction des villes;30;70;27
70499;Theuley;138;Vesoul;20;70;27
70500;Thieffrans;138;Vesoul;20;70;27
70501;Thiénans;000;Commune hors attraction des villes;30;70;27
70502;Tincey-et-Pontrebeau;138;Vesoul;20;70;27
70503;Traitiéfontaine;045;Besançon;20;70;27
70504;Traves;138;Vesoul;20;70;27
70505;Le Tremblois;276;Gray;20;70;27
70506;Trémoins;061;Montbéliard;20;70;27
70507;Trésilley;045;Besançon;20;70;27
70509;Tromarey;045;Besançon;20;70;27
70510;Vadans;276;Gray;20;70;27
70511;Vaite;276;Gray;20;70;27
70512;La Vaivre;259;Luxeuil-les-Bains;20;70;27
70513;Vaivre-et-Montoille;138;Vesoul;20;70;27
70514;Valay;045;Besançon;20;70;27
70515;Le Val-de-Gouhenans;291;Lure;20;70;27
70516;Vallerois-le-Bois;138;Vesoul;20;70;27
70517;Vallerois-Lorioz;138;Vesoul;20;70;27
70518;Le Val-Saint-Éloi;138;Vesoul;20;70;27
70519;Vandelans;045;Besançon;20;70;27
70520;Vanne;138;Vesoul;20;70;27
70521;Vantoux-et-Longevelle;045;Besançon;20;70;27
70522;Varogne;138;Vesoul;20;70;27
70523;Vars;276;Gray;20;70;27
70524;Vauchoux;138;Vesoul;20;70;27
70525;Vauconcourt-Nervezain;138;Vesoul;20;70;27
70526;Vauvillers;000;Commune hors attraction des villes;30;70;27
70527;Vaux-le-Moncelot;045;Besançon;20;70;27
70528;Velesmes-Échevanne;276;Gray;20;70;27
70529;Velet;276;Gray;12;70;27
70530;Vellechevreux-et-Courbenans;061;Montbéliard;20;70;27
70531;Velleclaire;045;Besançon;20;70;27
70532;Vellefaux;138;Vesoul;20;70;27
70533;Vellefrey-et-Vellefrange;045;Besançon;20;70;27
70534;Vellefrie;138;Vesoul;20;70;27
70535;Velleguindry-et-Levrecey;138;Vesoul;20;70;27
70536;Velle-le-Châtel;138;Vesoul;20;70;27
70537;Velleminfroy;138;Vesoul;20;70;27
70538;Vellemoz;000;Commune hors attraction des villes;30;70;27
70539;Vellexon-Queutrey-et-Vaudey;000;Commune hors attraction des villes;30;70;27
70540;Velloreille-lès-Choye;045;Besançon;20;70;27
70541;Velorcey;138;Vesoul;20;70;27
70542;Venère;045;Besançon;20;70;27
70544;La Vergenne;061;Montbéliard;20;70;27
70545;Venisey;138;Vesoul;20;70;27
70546;Vereux;276;Gray;20;70;27
70547;Verlans;061;Montbéliard;20;70;27
70548;Vernois-sur-Mance;000;Commune hors attraction des villes;30;70;27
70549;La Vernotte;000;Commune hors attraction des villes;30;70;27
70550;Vesoul;138;Vesoul;11;70;27
70552;Villafans;061;Montbéliard;20;70;27
70553;Villargent;000;Commune hors attraction des villes;30;70;27
70554;Villars-le-Pautel;000;Commune hors attraction des villes;30;70;27
70555;La Villedieu-en-Fontenette;138;Vesoul;20;70;27
70557;Villefrancon;276;Gray;20;70;27
70558;La Villeneuve-Bellenoye-et-la-Maize;138;Vesoul;20;70;27
70559;Villeparois;138;Vesoul;20;70;27
70560;Villers-Bouton;045;Besançon;20;70;27
70561;Villersexel;000;Commune hors attraction des villes;30;70;27
70562;Villers-la-Ville;000;Commune hors attraction des villes;30;70;27
70563;Villers-le-Sec;138;Vesoul;20;70;27
70564;Villers-lès-Luxeuil;259;Luxeuil-les-Bains;20;70;27
70565;Villers-Pater;045;Besançon;20;70;27
70566;Villers-sur-Port;138;Vesoul;20;70;27
70567;Villers-sur-Saulnot;061;Montbéliard;20;70;27
70568;Villers-Vaudey;000;Commune hors attraction des villes;30;70;27
70569;Vilory;138;Vesoul;20;70;27
70571;Visoncourt;138;Vesoul;20;70;27
70572;Vitrey-sur-Mance;000;Commune hors attraction des villes;30;70;27
70573;La Voivre;259;Luxeuil-les-Bains;20;70;27
70574;Volon;000;Commune hors attraction des villes;30;70;27
70575;Voray-sur-l'Ognon;045;Besançon;20;70;27
70576;Vougécourt;000;Commune hors attraction des villes;30;70;27
70577;Vouhenans;291;Lure;20;70;27
70578;Vregille;045;Besançon;20;70;27
70579;Vyans-le-Val;061;Montbéliard;20;70;27
70580;Vy-le-Ferroux;138;Vesoul;20;70;27
70581;Vy-lès-Lure;291;Lure;20;70;27
70582;Vy-lès-Rupt;138;Vesoul;20;70;27
70583;Vy-lès-Filain;138;Vesoul;20;70;27
71001;L'Abergement-de-Cuisery;446;Tournus;20;71;27
71002;L'Abergement-Sainte-Colombe;070;Chalon-sur-Saône;20;71;27
71003;Allerey-sur-Saône;070;Chalon-sur-Saône;20;71;27
71004;Allériot;070;Chalon-sur-Saône;20;71;27
71005;Aluze;070;Chalon-sur-Saône;20;71;27
71006;Amanzé;000;Commune hors attraction des villes;30;71;27
71007;Ameugny;000;Commune hors attraction des villes;30;71;27
71008;Anglure-sous-Dun;532;Chauffailles;20;71;27
71009;Anost;239;Autun;20;71;27
71010;Antully;239;Autun;20;71;27
71011;Anzy-le-Duc;000;Commune hors attraction des villes;30;71;27
71012;Artaix;000;Commune hors attraction des villes;30;71;27
71013;Authumes;000;Commune hors attraction des villes;30;71;27
71014;Autun;239;Autun;11;71;27
71015;Auxy;239;Autun;20;71;27
71016;Azé;084;Mâcon;20;71;27
71017;Ballore;000;Commune hors attraction des villes;30;71;27
71018;Bantanges;333;Louhans;20;71;27
71019;Barizey;070;Chalon-sur-Saône;20;71;27
71020;Barnay;239;Autun;20;71;27
71021;Baron;582;Charolles;20;71;27
71022;Baudemont;000;Commune hors attraction des villes;30;71;27
71023;Baudrières;070;Chalon-sur-Saône;20;71;27
71024;Baugy;000;Commune hors attraction des villes;30;71;27
71025;Beaubery;582;Charolles;20;71;27
71026;Beaumont-sur-Grosne;070;Chalon-sur-Saône;20;71;27
71027;Beaurepaire-en-Bresse;132;Lons-le-Saunier;20;71;27
71028;Beauvernois;000;Commune hors attraction des villes;30;71;27
71029;Bellevesvre;132;Lons-le-Saunier;20;71;27
71030;Bergesserin;084;Mâcon;20;71;27
71031;Berzé-le-Châtel;084;Mâcon;20;71;27
71032;Berzé-la-Ville;084;Mâcon;20;71;27
71033;Bey;070;Chalon-sur-Saône;20;71;27
71034;Bissey-sous-Cruchaud;070;Chalon-sur-Saône;20;71;27
71035;Bissy-la-Mâconnaise;084;Mâcon;20;71;27
71036;Bissy-sous-Uxelles;000;Commune hors attraction des villes;30;71;27
71037;Bissy-sur-Fley;000;Commune hors attraction des villes;30;71;27
71038;Les Bizots;183;Le Creusot;20;71;27
71039;Blanot;000;Commune hors attraction des villes;30;71;27
71040;Blanzy;176;Montceau-les-Mines;12;71;27
71041;Bois-Sainte-Marie;000;Commune hors attraction des villes;30;71;27
71042;Bonnay;000;Commune hors attraction des villes;30;71;27
71043;Les Bordes;070;Chalon-sur-Saône;20;71;27
71044;Bosjean;000;Commune hors attraction des villes;30;71;27
71045;Bouhans;000;Commune hors attraction des villes;30;71;27
71046;La Boulaye;000;Commune hors attraction des villes;30;71;27
71047;Bourbon-Lancy;514;Bourbon-Lancy;11;71;27
71048;Bourg-le-Comte;000;Commune hors attraction des villes;30;71;27
71050;Bourgvilain;084;Mâcon;20;71;27
71051;Bouzeron;000;Commune hors attraction des villes;30;71;27
71052;Boyer;446;Tournus;20;71;27
71054;Bragny-sur-Saône;070;Chalon-sur-Saône;20;71;27
71056;Branges;333;Louhans;20;71;27
71057;Bray;000;Commune hors attraction des villes;30;71;27
71058;Bresse-sur-Grosne;000;Commune hors attraction des villes;30;71;27
71059;Le Breuil;183;Le Creusot;20;71;27
71060;Briant;000;Commune hors attraction des villes;30;71;27
71061;Brienne;000;Commune hors attraction des villes;30;71;27
71062;Brion;239;Autun;20;71;27
71063;Broye;183;Le Creusot;20;71;27
71064;Bruailles;333;Louhans;20;71;27
71065;Buffières;000;Commune hors attraction des villes;30;71;27
71066;Burgy;084;Mâcon;20;71;27
71067;Burnand;000;Commune hors attraction des villes;30;71;27
71068;Burzy;000;Commune hors attraction des villes;30;71;27
71069;Bussières;084;Mâcon;20;71;27
71070;Buxy;070;Chalon-sur-Saône;20;71;27
71071;Céron;000;Commune hors attraction des villes;30;71;27
71072;Cersot;070;Chalon-sur-Saône;20;71;27
71073;Chagny;070;Chalon-sur-Saône;20;71;27
71074;Chaintré;084;Mâcon;20;71;27
71075;Chalmoux;514;Bourbon-Lancy;20;71;27
71076;Chalon-sur-Saône;070;Chalon-sur-Saône;11;71;27
71077;Chambilly;000;Commune hors attraction des villes;30;71;27
71078;Chamilly;070;Chalon-sur-Saône;20;71;27
71079;Champagnat;641;Saint-Amour;20;71;27
71080;Champagny-sous-Uxelles;000;Commune hors attraction des villes;30;71;27
71081;Champforgeuil;070;Chalon-sur-Saône;20;71;27
71082;Champlecy;336;Paray-le-Monial;20;71;27
71084;Chânes;084;Mâcon;20;71;27
71085;Change;000;Commune hors attraction des villes;30;71;27
71086;Changy;582;Charolles;20;71;27
71087;Chapaize;000;Commune hors attraction des villes;30;71;27
71088;La Chapelle-au-Mans;436;Gueugnon;20;71;27
71089;La Chapelle-de-Bragny;070;Chalon-sur-Saône;20;71;27
71090;La Chapelle-de-Guinchay;084;Mâcon;20;71;27
71091;La Chapelle-du-Mont-de-France;084;Mâcon;20;71;27
71092;La Chapelle-Naude;333;Louhans;20;71;27
71093;La Chapelle-Saint-Sauveur;000;Commune hors attraction des villes;30;71;27
71094;La Chapelle-sous-Brancion;446;Tournus;20;71;27
71095;La Chapelle-sous-Dun;000;Commune hors attraction des villes;30;71;27
71096;La Chapelle-sous-Uchon;239;Autun;20;71;27
71097;La Chapelle-Thècle;000;Commune hors attraction des villes;30;71;27
71098;Charbonnat;000;Commune hors attraction des villes;30;71;27
71099;Charbonnières;084;Mâcon;20;71;27
71100;Chardonnay;084;Mâcon;20;71;27
71101;Charette-Varennes;000;Commune hors attraction des villes;30;71;27
71102;La Charmée;070;Chalon-sur-Saône;20;71;27
71103;Charmoy;176;Montceau-les-Mines;20;71;27
71104;Charnay-lès-Chalon;000;Commune hors attraction des villes;30;71;27
71105;Charnay-lès-Mâcon;084;Mâcon;12;71;27
71106;Charolles;582;Charolles;11;71;27
71107;Charrecey;070;Chalon-sur-Saône;20;71;27
71108;Chasselas;084;Mâcon;20;71;27
71109;Chassey-le-Camp;000;Commune hors attraction des villes;30;71;27
71110;Chassigny-sous-Dun;532;Chauffailles;20;71;27
71111;Chassy;436;Gueugnon;20;71;27
71112;Château;084;Mâcon;20;71;27
71113;Châteauneuf;000;Commune hors attraction des villes;30;71;27
71115;Châtel-Moron;070;Chalon-sur-Saône;20;71;27
71116;Châtenay;000;Commune hors attraction des villes;30;71;27
71117;Châtenoy-en-Bresse;070;Chalon-sur-Saône;20;71;27
71118;Châtenoy-le-Royal;070;Chalon-sur-Saône;12;71;27
71119;Chaudenay;070;Chalon-sur-Saône;20;71;27
71120;Chauffailles;532;Chauffailles;11;71;27
71121;La Chaux;000;Commune hors attraction des villes;30;71;27
71122;Cheilly-lès-Maranges;000;Commune hors attraction des villes;30;71;27
71123;Chenay-le-Châtel;079;Roanne;20;71;27
71124;Chenôves;070;Chalon-sur-Saône;20;71;27
71125;Chérizet;000;Commune hors attraction des villes;30;71;27
71126;Chevagny-les-Chevrières;084;Mâcon;20;71;27
71127;Chevagny-sur-Guye;000;Commune hors attraction des villes;30;71;27
71128;Chiddes;000;Commune hors attraction des villes;30;71;27
71129;Chissey-en-Morvan;239;Autun;20;71;27
71130;Chissey-lès-Mâcon;084;Mâcon;20;71;27
71131;Ciel;070;Chalon-sur-Saône;20;71;27
71132;Ciry-le-Noble;176;Montceau-les-Mines;20;71;27
71133;La Clayette;000;Commune hors attraction des villes;30;71;27
71134;Navour-sur-Grosne;084;Mâcon;20;71;27
71135;Clessé;084;Mâcon;20;71;27
71136;Clessy;436;Gueugnon;20;71;27
71137;Cluny;084;Mâcon;20;71;27
71139;Collonge-en-Charollais;000;Commune hors attraction des villes;30;71;27
71140;Collonge-la-Madeleine;000;Commune hors attraction des villes;30;71;27
71141;Colombier-en-Brionnais;000;Commune hors attraction des villes;30;71;27
71142;La Comelle;239;Autun;20;71;27
71143;Condal;000;Commune hors attraction des villes;30;71;27
71144;Cordesse;239;Autun;20;71;27
71145;Cormatin;000;Commune hors attraction des villes;30;71;27
71146;Cortambert;000;Commune hors attraction des villes;30;71;27
71147;Cortevaix;000;Commune hors attraction des villes;30;71;27
71148;Coublanc;532;Chauffailles;20;71;27
71149;Couches;000;Commune hors attraction des villes;30;71;27
71150;Crêches-sur-Saône;084;Mâcon;20;71;27
71151;Créot;000;Commune hors attraction des villes;30;71;27
71152;Cressy-sur-Somme;514;Bourbon-Lancy;20;71;27
71153;Le Creusot;183;Le Creusot;11;71;27
71154;Crissey;070;Chalon-sur-Saône;20;71;27
71155;Cronat;514;Bourbon-Lancy;20;71;27
71156;Cruzille;000;Commune hors attraction des villes;30;71;27
71157;Cuiseaux;000;Commune hors attraction des villes;30;71;27
71158;Cuisery;000;Commune hors attraction des villes;30;71;27
71159;Culles-les-Roches;000;Commune hors attraction des villes;30;71;27
71160;Curbigny;000;Commune hors attraction des villes;30;71;27
71161;Curdin;436;Gueugnon;20;71;27
71162;Curgy;239;Autun;20;71;27
71163;Curtil-sous-Buffières;000;Commune hors attraction des villes;30;71;27
